PERMNO,date,RET,vwretd
47896,1998-06-18,-0.002693,-0.001685
47896,1998-06-19,0.013501,-0.003940
47896,1998-06-22,-0.015098,0.003479
47896,1998-06-23,0.012624,0.013154
47896,1998-06-24,0.041852,0.011201
47896,1998-06-25,-0.010256,-0.002646
47896,1998-06-26,0.012090,0.003007
47896,1998-06-29,0.032423,0.005640
47896,1998-06-30,-0.001653,-0.001381
47896,1998-07-01,0.004768,0.010824
47896,1998-07-02,-0.000828,-0.001670
47896,1998-07-06,0.020713,0.008520
47896,1998-07-07,-0.025974,-0.001401
47896,1998-07-08,-0.018333,0.008746
47896,1998-07-09,0.000000,-0.004986
47896,1998-07-10,0.011885,0.003026
47896,1998-07-13,-0.001678,0.000947
47896,1998-07-14,0.015126,0.008412
47896,1998-07-15,-0.004139,-0.000678
47896,1998-07-16,-0.002494,0.006445
47896,1998-07-17,-0.000833,0.001777
47896,1998-07-20,0.000834,-0.001093
47896,1998-07-21,-0.046667,-0.015120
47896,1998-07-22,0.020105,-0.003009
47896,1998-07-23,0.002571,-0.019970
47896,1998-07-24,0.006838,-0.001750
47896,1998-07-27,0.001698,0.001435
47896,1998-07-28,-0.005085,-0.014392
47896,1998-07-29,-0.011073,-0.004694
47896,1998-07-30,0.028424,0.014275
47896,1998-07-31,0.013400,-0.018214
47896,1998-08-03,-0.010744,-0.008598
47896,1998-08-04,-0.069340,-0.034757
47896,1998-08-05,0.025135,0.004459
47896,1998-08-06,0.001751,0.010227
47896,1998-08-07,-0.032343,0.004210
47896,1998-08-10,-0.009937,-0.005857
47896,1998-08-11,-0.040146,-0.016917
47896,1998-08-12,0.006654,0.015636
47896,1998-08-13,-0.031161,-0.008869
47896,1998-08-14,0.003899,-0.009413
47896,1998-08-17,0.033010,0.014931
47896,1998-08-18,0.040414,0.016335
47896,1998-08-19,-0.018970,-0.004254
47896,1998-08-20,-0.036832,-0.006480
47896,1998-08-21,-0.025813,-0.011825
47896,1998-08-24,0.005888,0.003383
47896,1998-08-25,0.000976,0.002485
47896,1998-08-26,0.001949,-0.010921
47896,1998-08-27,-0.095331,-0.039433
47896,1998-08-28,-0.027957,-0.016001
47896,1998-08-31,-0.070796,-0.065905
47896,1998-09-01,0.045238,0.034987
47896,1998-09-02,0.000000,0.000744
47896,1998-09-03,-0.102506,-0.010336
47896,1998-09-04,-0.078680,-0.006699
47896,1998-09-08,0.038567,0.048350
47896,1998-09-09,-0.053050,-0.017532
47896,1998-09-10,-0.042017,-0.024597
47896,1998-09-11,0.076023,0.026080
47896,1998-09-14,0.005435,0.020014
47896,1998-09-15,0.062162,0.006943
47896,1998-09-16,0.016539,0.008548
47896,1998-09-17,-0.041302,-0.023568
47896,1998-09-18,-0.009138,0.004216
47896,1998-09-21,-0.013175,0.002050
47896,1998-09-22,-0.014686,0.007646
47896,1998-09-23,0.086721,0.032437
47896,1998-09-24,-0.074813,-0.019815
47896,1998-09-25,-0.018868,0.000726
47896,1998-09-28,-0.020604,0.003589
47896,1998-09-29,0.009818,-0.001598
47896,1998-09-30,-0.041667,-0.025481
47896,1998-10-01,-0.055797,-0.032744
47896,1998-10-02,0.083285,0.013262
47896,1998-10-05,-0.051429,-0.019592
47896,1998-10-06,-0.010542,-0.004990
47896,1998-10-07,-0.019787,-0.016961
47896,1998-10-08,0.006211,-0.017343
47896,1998-10-09,0.057099,0.026219
47896,1998-10-12,0.005839,0.016781
47896,1998-10-13,-0.008708,-0.006285
47896,1998-10-14,-0.023426,0.013511
47896,1998-10-15,0.127436,0.040646
47896,1998-10-16,0.044548,0.010577
47896,1998-10-19,0.043921,0.008334
47896,1998-10-20,0.035366,0.003375
47896,1998-10-21,0.017668,0.005547
47896,1998-10-22,0.038194,0.008724
47896,1998-10-23,-0.006689,-0.005939
47896,1998-10-26,-0.021324,0.004563
47896,1998-10-27,-0.045872,-0.004126
47896,1998-10-28,0.007212,0.002622
47896,1998-10-29,0.033413,0.015511
47896,1998-10-30,0.049654,0.012714
47896,1998-11-02,-0.005501,0.014396
47896,1998-11-03,-0.004425,-0.000870
47896,1998-11-04,0.031111,0.009087
47896,1998-11-05,0.040948,0.012169
47896,1998-11-06,0.010352,0.006630
47896,1998-11-09,-0.044057,-0.008214
47896,1998-11-10,-0.019293,-0.001764
47896,1998-11-11,-0.009836,-0.006358
47896,1998-11-12,-0.026490,-0.002690
47896,1998-11-13,0.037415,0.005268
47896,1998-11-16,0.012022,0.007449
47896,1998-11-17,0.058315,0.003120
47896,1998-11-18,0.009184,0.005065
47896,1998-11-19,-0.005056,0.007290
47896,1998-11-20,0.007114,0.008438
47896,1998-11-23,0.049445,0.019846
47896,1998-11-24,-0.002885,-0.004701
47896,1998-11-25,0.012536,0.003951
47896,1998-11-27,-0.002857,0.005685
47896,1998-11-30,-0.030564,-0.022479
47896,1998-12-01,-0.020690,0.008103
47896,1998-12-02,0.014085,-0.002470
47896,1998-12-03,-0.027778,-0.015497
47896,1998-12-04,0.046939,0.019707
47896,1998-12-07,0.013645,0.008839
47896,1998-12-08,-0.005769,-0.004006
47896,1998-12-09,-0.012573,0.001339
47896,1998-12-10,-0.016650,-0.015147
47896,1998-12-11,-0.029880,-0.000605
47896,1998-12-14,-0.033881,-0.020549
47896,1998-12-15,0.032944,0.016239
47896,1998-12-16,0.045267,-0.000463
47896,1998-12-17,0.100394,0.014666
47896,1998-12-18,-0.005367,0.006689
47896,1998-12-21,0.039568,0.013469
47896,1998-12-22,-0.006920,0.000029
47896,1998-12-23,-0.006969,0.019196
47896,1998-12-24,-0.007018,-0.000177
47896,1998-12-28,0.008834,0.001700
47896,1998-12-29,0.008757,0.011206
47896,1998-12-30,0.000000,-0.004896
47896,1998-12-31,-0.013889,0.005046
47896,1999-01-04,0.017394,-0.000831
47896,1999-01-05,0.007826,0.011888
47896,1999-01-06,0.021570,0.021143
47896,1999-01-07,0.041385,-0.000799
47896,1999-01-08,-0.020276,0.004604
47896,1999-01-11,0.009934,-0.004982
47896,1999-01-12,-0.031148,-0.018197
47896,1999-01-13,-0.030457,-0.005760
47896,1999-01-14,-0.047120,-0.015793
47896,1999-01-15,0.038462,0.023001
47896,1999-01-19,0.049383,0.007600
47896,1999-01-20,0.036975,0.002364
47896,1999-01-21,-0.022690,-0.017356
47896,1999-01-22,-0.046434,-0.006415
47896,1999-01-25,0.035652,0.006536
47896,1999-01-26,-0.002519,0.013889
47896,1999-01-27,-0.015152,-0.007022
47896,1999-01-28,0.006838,0.015965
47896,1999-01-29,0.044992,0.009339
47896,1999-02-01,-0.001625,-0.003402
47896,1999-02-02,0.000000,-0.008696
47896,1999-02-03,0.033360,0.009073
47896,1999-02-04,-0.018110,-0.018078
47896,1999-02-05,-0.019246,-0.008764
47896,1999-02-08,-0.043336,0.002013
47896,1999-02-09,-0.015385,-0.022437
47896,1999-02-10,0.014757,0.002821
47896,1999-02-11,0.041916,0.024302
47896,1999-02-12,-0.027094,-0.018543
47896,1999-02-16,0.048945,0.006144
47896,1999-02-17,-0.005632,-0.013809
47896,1999-02-18,-0.012945,0.009466
47896,1999-02-19,-0.002459,0.002409
47896,1999-02-22,0.064914,0.023701
47896,1999-02-23,0.010802,0.000693
47896,1999-02-24,-0.037405,-0.012177
47896,1999-02-25,0.008723,-0.007097
47896,1999-02-26,0.001572,-0.004880
47896,1999-03-01,0.014129,-0.000384
47896,1999-03-02,-0.005418,-0.006472
47896,1999-03-03,0.004669,-0.000296
47896,1999-03-04,0.033308,0.013488
47896,1999-03-05,0.041979,0.020411
47896,1999-03-08,-0.012230,0.006597
47896,1999-03-09,0.024763,-0.002177
47896,1999-03-10,0.011372,0.005639
47896,1999-03-11,-0.008433,0.007633
47896,1999-03-12,-0.002126,-0.002965
47896,1999-03-15,-0.008523,0.009283
47896,1999-03-16,-0.027937,-0.001263
47896,1999-03-17,-0.028740,-0.005089
47896,1999-03-18,0.018209,0.012180
47896,1999-03-19,-0.016393,-0.012261
47896,1999-03-22,-0.007576,-0.002787
47896,1999-03-23,-0.028244,-0.026062
47896,1999-03-24,-0.002357,0.005006
47896,1999-03-25,0.026772,0.017790
47896,1999-03-26,-0.012270,-0.004610
47896,1999-03-29,0.021739,0.019376
47896,1999-03-30,-0.003799,-0.006279
47896,1999-03-31,-0.006865,-0.007844
47896,1999-04-01,-0.019539,0.005663
47896,1999-04-05,-0.007874,0.018325
47896,1999-04-06,0.006349,-0.002196
47896,1999-04-07,0.064669,0.004102
47896,1999-04-08,0.041481,0.013218
47896,1999-04-09,-0.026316,0.004653
47896,1999-04-12,0.015340,0.008995
47896,1999-04-13,0.005755,-0.002763
47896,1999-04-14,-0.011445,-0.013497
47896,1999-04-15,-0.009407,-0.003236
47896,1999-04-16,0.005844,-0.001426
47896,1999-04-19,-0.012346,-0.023432
47896,1999-04-20,-0.023529,0.012929
47896,1999-04-21,0.005271,0.024557
47896,1999-04-22,0.027715,0.013390
47896,1999-04-23,-0.007289,0.001090
47896,1999-04-26,-0.029369,0.004594
47896,1999-04-27,0.035552,0.001117
47896,1999-04-28,-0.022644,-0.008105
47896,1999-04-29,0.002990,-0.004461
47896,1999-04-30,-0.016393,-0.004383
47896,1999-05-03,0.003030,0.011799
47896,1999-05-04,-0.006042,-0.014288
47896,1999-05-05,-0.025076,0.009909
47896,1999-05-06,-0.032736,-0.010719
47896,1999-05-07,0.010475,0.008531
47896,1999-05-10,0.007974,0.000161
47896,1999-05-11,0.012658,0.011791
47896,1999-05-12,0.028906,0.006233
47896,1999-05-13,0.020501,0.002787
47896,1999-05-14,-0.058780,-0.021040
47896,1999-05-17,-0.005534,0.000953
47896,1999-05-18,0.001590,-0.003216
47896,1999-05-19,0.018254,0.008449
47896,1999-05-20,0.000000,-0.003340
47896,1999-05-21,-0.015588,-0.005350
47896,1999-05-24,-0.038797,-0.018918
47896,1999-05-25,-0.027183,-0.017343
47896,1999-05-26,0.021169,0.013231
47896,1999-05-27,-0.034826,-0.013938
47896,1999-05-28,-0.005155,0.014876
47896,1999-06-01,-0.003454,-0.007232
47896,1999-06-02,-0.014731,0.001216
47896,1999-06-03,0.007916,0.001975
47896,1999-06-04,0.037522,0.019623
47896,1999-06-07,0.032801,0.007281
47896,1999-06-08,-0.024430,-0.011830
47896,1999-06-09,-0.014190,0.002111
47896,1999-06-10,-0.009314,-0.011097
47896,1999-06-11,0.001709,-0.007245
47896,1999-06-14,0.006826,-0.004427
47896,1999-06-15,0.018644,0.004864
47896,1999-06-16,0.069884,0.021942
47896,1999-06-17,-0.011664,0.007096
47896,1999-06-18,0.008655,0.002578
47896,1999-06-21,0.042122,0.005859
47896,1999-06-22,-0.020958,-0.008868
47896,1999-06-23,-0.018349,-0.001549
47896,1999-06-24,-0.003115,-0.012497
47896,1999-06-25,0.014844,-0.000241
47896,1999-06-28,0.017706,0.011682
47896,1999-06-29,0.000000,0.014269
47896,1999-06-30,0.046899,0.016033
47896,1999-07-01,-0.001763,0.005640
47896,1999-07-02,-0.010182,0.007484
47896,1999-07-06,0.011756,-0.000238
47896,1999-07-07,-0.016703,0.002208
47896,1999-07-08,0.010340,0.000070
47896,1999-07-09,-0.003655,0.005734
47896,1999-07-12,-0.012472,-0.002063
47896,1999-07-13,-0.015602,-0.003820
47896,1999-07-14,-0.012830,0.004844
47896,1999-07-15,0.004587,0.008301
47896,1999-07-16,-0.003805,0.004596
47896,1999-07-19,0.003820,-0.007754
47896,1999-07-20,-0.015221,-0.021588
47896,1999-07-21,0.005410,0.002601
47896,1999-07-22,0.024596,-0.012949
47896,1999-07-23,-0.021005,-0.003256
47896,1999-07-26,0.016092,-0.009941
47896,1999-07-27,0.010558,0.011276
47896,1999-07-28,-0.009701,0.002207
47896,1999-07-29,-0.032404,-0.017433
47896,1999-07-30,-0.039720,-0.006751
47896,1999-08-02,0.015410,-0.002197
47896,1999-08-03,0.007188,-0.007221
47896,1999-08-04,-0.004758,-0.014131
47896,1999-08-05,0.002390,0.005711
47896,1999-08-06,-0.036566,-0.009767
47896,1999-08-09,-0.001650,-0.003409
47896,1999-08-10,-0.017355,-0.011303
47896,1999-08-11,0.035324,0.016390
47896,1999-08-12,-0.016247,-0.001113
47896,1999-08-13,0.045417,0.021934
47896,1999-08-16,0.014218,0.002624
47896,1999-08-17,0.034268,0.009594
47896,1999-08-18,0.024096,-0.007271
47896,1999-08-19,-0.030147,-0.007277
47896,1999-08-20,0.015921,0.008798
47896,1999-08-23,0.023134,0.017091
47896,1999-08-24,0.010212,0.001877
47896,1999-08-25,-0.012274,0.011669
47896,1999-08-26,-0.017544,-0.011717
47896,1999-08-27,-0.010417,-0.009218
47896,1999-08-30,-0.020301,-0.017294
47896,1999-08-31,0.027629,-0.001395
47896,1999-09-01,-0.011576,0.007404
47896,1999-09-02,-0.023801,-0.008618
47896,1999-09-03,0.052632,0.027667
47896,1999-09-07,-0.042647,-0.002650
47896,1999-09-08,0.004608,-0.004867
47896,1999-09-09,-0.051988,0.003614
47896,1999-09-10,-0.000806,0.004422
47896,1999-09-13,0.003228,-0.006065
47896,1999-09-14,-0.004023,-0.005037
47896,1999-09-15,0.000808,-0.012358
47896,1999-09-16,0.007264,-0.001897
47896,1999-09-17,-0.005609,0.012215
47896,1999-09-20,0.011281,0.000062
47896,1999-09-21,-0.031873,-0.018888
47896,1999-09-22,0.005761,0.002863
47896,1999-09-23,-0.014730,-0.022383
47896,1999-09-24,0.001661,-0.002169
47896,1999-09-27,-0.016584,0.004697
47896,1999-09-28,-0.004216,-0.002127
47896,1999-09-29,-0.011008,-0.007138
47896,1999-09-30,0.032534,0.009445
47896,1999-10-01,-0.017413,-0.001618
47896,1999-10-04,0.049418,0.016671
47896,1999-10-05,-0.021827,-0.000862
47896,1999-10-06,0.004132,0.017703
47896,1999-10-07,-0.018107,-0.004065
47896,1999-10-08,0.013412,0.010614
47896,1999-10-11,-0.023160,0.002385
47896,1999-10-12,-0.007621,-0.016319
47896,1999-10-13,-0.028157,-0.020044
47896,1999-10-14,-0.003512,-0.000716
47896,1999-10-15,-0.062555,-0.025649
47896,1999-10-18,0.027256,0.000193
47896,1999-10-19,0.041171,0.007499
47896,1999-10-20,0.065905,0.018696
47896,1999-10-21,0.023908,-0.001277
47896,1999-10-22,0.038647,0.013604
47896,1999-10-25,-0.033333,-0.003904
47896,1999-10-26,-0.001604,-0.008070
47896,1999-10-27,0.063454,0.008210
47896,1999-10-28,0.070242,0.032519
47896,1999-10-29,-0.014820,0.017001
47896,1999-11-01,-0.042264,-0.003594
47896,1999-11-02,0.001496,-0.002780
47896,1999-11-03,-0.014937,0.007196
47896,1999-11-04,0.020470,0.006528
47896,1999-11-05,0.025260,0.007391
47896,1999-11-08,-0.021739,0.006052
47896,1999-11-09,-0.015556,-0.007049
47896,1999-11-10,-0.030098,0.005549
47896,1999-11-11,0.006982,0.004386
47896,1999-11-12,0.047766,0.010538
47896,1999-11-15,-0.028676,0.001310
47896,1999-11-16,0.041635,0.018092
47896,1999-11-17,-0.047965,-0.006000
47896,1999-11-18,0.018321,0.011246
47896,1999-11-19,-0.004498,-0.000821
47896,1999-11-22,-0.013554,-0.000096
47896,1999-11-23,-0.024427,-0.012340
47896,1999-11-24,-0.003912,0.008769
47896,1999-11-26,-0.006284,0.002840
47896,1999-11-29,-0.026877,-0.006324
47896,1999-11-30,0.010561,-0.013074
47896,1999-12-01,0.001608,0.005045
47896,1999-12-02,0.015249,0.011141
47896,1999-12-03,0.037154,0.015814
47896,1999-12-06,-0.038110,-0.003118
47896,1999-12-07,-0.003170,-0.003852
47896,1999-12-08,-0.012719,-0.000920
47896,1999-12-09,0.000805,0.001666
47896,1999-12-10,0.011263,0.005711
47896,1999-12-13,0.003182,0.000994
47896,1999-12-14,-0.030928,-0.012647
47896,1999-12-15,-0.011457,0.005367
47896,1999-12-16,-0.006623,0.006939
47896,1999-12-17,-0.030000,0.003046
47896,1999-12-20,-0.006873,-0.000494
47896,1999-12-21,0.038062,0.015016
47896,1999-12-22,-0.001667,0.003220
47896,1999-12-23,0.035058,0.013459
47896,1999-12-27,-0.012903,-0.000479
47896,1999-12-28,0.009804,0.001559
47896,1999-12-29,0.004045,0.006572
47896,1999-12-30,0.006446,0.000829
47896,1999-12-31,-0.004804,0.006200
47896,2000-01-03,-0.060338,-0.006803
47896,2000-01-04,-0.023493,-0.039652
47896,2000-01-05,-0.006173,-0.000935
47896,2000-01-06,0.014197,-0.007391
47896,2000-01-07,0.018373,0.032516
47896,2000-01-10,-0.017182,0.018608
47896,2000-01-11,-0.023601,-0.016941
47896,2000-01-12,0.006267,-0.006922
47896,2000-01-13,0.015125,0.016265
47896,2000-01-14,0.035933,0.011137
47896,2000-01-18,-0.038917,-0.000860
47896,2000-01-19,0.044014,0.004631
47896,2000-01-20,-0.015177,-0.002801
47896,2000-01-21,-0.000856,0.002655
47896,2000-01-24,0.000857,-0.025311
47896,2000-01-25,0.022260,0.005547
47896,2000-01-26,0.047739,-0.004530
47896,2000-01-27,0.031974,-0.003521
47896,2000-01-28,-0.049574,-0.028051
47896,2000-01-31,0.052160,0.014744
47896,2000-02-01,0.037955,0.012300
47896,2000-02-02,-0.016418,0.003106
47896,2000-02-03,0.009863,0.015598
47896,2000-02-04,-0.017280,0.001021
47896,2000-02-07,0.005352,0.003075
47896,2000-02-08,0.034981,0.012724
47896,2000-02-09,-0.025716,-0.017185
47896,2000-02-10,0.003017,0.006488
47896,2000-02-11,-0.006015,-0.017335
47896,2000-02-14,-0.043116,0.002672
47896,2000-02-15,0.025296,0.007370
47896,2000-02-16,-0.019275,-0.005260
47896,2000-02-17,-0.014151,0.005036
47896,2000-02-18,-0.046252,-0.026050
47896,2000-02-22,0.033445,0.000556
47896,2000-02-23,0.001618,0.012353
47896,2000-02-24,-0.017771,-0.000378
47896,2000-02-25,-0.001645,-0.009546
47896,2000-02-28,0.027183,0.007756
47896,2000-02-29,0.021652,0.019138
47896,2000-03-01,0.029827,0.014596
47896,2000-03-02,-0.017530,-0.000614
47896,2000-03-03,0.006982,0.022590
47896,2000-03-06,0.028505,-0.006612
47896,2000-03-07,-0.019476,-0.021824
47896,2000-03-08,-0.023682,0.006478
47896,2000-03-09,0.015649,0.023977
47896,2000-03-10,-0.030046,-0.002837
47896,2000-03-13,0.017474,-0.014555
47896,2000-03-14,-0.013271,-0.022405
47896,2000-03-15,0.052215,0.006799
47896,2000-03-16,0.084211,0.041149
47896,2000-03-17,0.009709,0.006478
47896,2000-03-20,-0.048764,-0.016474
47896,2000-03-21,0.068592,0.019027
47896,2000-03-22,-0.010135,0.013567
47896,2000-03-23,0.075768,0.014405
47896,2000-03-24,-0.023477,0.002147
47896,2000-03-27,-0.015595,-0.003358
47896,2000-03-28,-0.004620,-0.013168
47896,2000-03-29,-0.041114,-0.010693
47896,2000-03-30,-0.037344,-0.018181
47896,2000-03-31,0.002155,0.012111
47896,2000-04-03,0.060932,-0.017206
47896,2000-04-04,-0.059676,-0.012824
47896,2000-04-05,-0.001445,0.001060
47896,2000-04-06,0.012301,0.015859
47896,2000-04-07,-0.012152,0.014535
47896,2000-04-10,0.020260,-0.019337
47896,2000-04-11,-0.024113,-0.010238
47896,2000-04-12,0.009448,-0.029996
47896,2000-04-13,-0.026638,-0.017135
47896,2000-04-14,-0.066568,-0.066175
47896,2000-04-17,-0.003170,0.029299
47896,2000-04-18,0.023847,0.038392
47896,2000-04-19,-0.031056,-0.007378
47896,2000-04-20,-0.008814,0.000561
47896,2000-04-24,-0.033145,-0.010579
47896,2000-04-25,0.044314,0.038638
47896,2000-04-26,-0.020817,-0.011333
47896,2000-04-27,-0.033524,0.007165
47896,2000-04-28,-0.023689,0.000973
47896,2000-05-01,0.022530,0.015141
47896,2000-05-02,0.032203,-0.019366
47896,2000-05-03,-0.024631,-0.021067
47896,2000-05-04,-0.013468,0.000882
47896,2000-05-05,-0.014505,0.015485
47896,2000-05-08,-0.002597,-0.010189
47896,2000-05-09,-0.015625,-0.011780
47896,2000-05-10,-0.029982,-0.026778
47896,2000-05-11,0.018182,0.020428
47896,2000-05-12,0.023214,0.008521
47896,2000-05-15,0.041885,0.020691
47896,2000-05-16,-0.005025,0.013807
47896,2000-05-17,-0.006734,-0.013413
47896,2000-05-18,0.018644,-0.010467
47896,2000-05-19,-0.034942,-0.024081
47896,2000-05-22,-0.004310,-0.007917
47896,2000-05-23,0.012987,-0.023379
47896,2000-05-24,-0.020513,0.015412
47896,2000-05-25,-0.019197,-0.011616
47896,2000-05-26,0.003559,-0.001787
47896,2000-05-30,0.042553,0.037875
47896,2000-05-31,0.016156,-0.001740
47896,2000-06-01,0.032636,0.025195
47896,2000-06-02,0.046191,0.029096
47896,2000-06-05,-0.016266,-0.003705
47896,2000-06-06,-0.029921,-0.007927
47896,2000-06-07,-0.001623,0.011114
47896,2000-06-08,-0.008943,-0.005120
47896,2000-06-09,-0.037736,0.001025
47896,2000-06-12,-0.005115,-0.011024
47896,2000-06-13,-0.008997,0.014502
47896,2000-06-14,0.038911,-0.000844
47896,2000-06-15,-0.051186,0.004970
47896,2000-06-16,-0.043421,-0.006716
47896,2000-06-19,0.031637,0.016156
47896,2000-06-20,0.022667,-0.002430
47896,2000-06-21,-0.022164,0.003636
47896,2000-06-22,-0.010667,-0.018904
47896,2000-06-23,0.004043,-0.009194
47896,2000-06-26,0.021477,0.009773
47896,2000-06-27,0.007884,-0.005300
47896,2000-06-28,-0.019557,0.007521
47896,2000-06-29,0.013298,-0.006933
47896,2000-06-30,-0.032808,0.007400
47896,2000-07-03,0.039512,0.010019
47896,2000-07-05,0.003942,-0.015790
47896,2000-07-06,0.005236,0.008412
47896,2000-07-07,0.042969,0.014433
47896,2000-07-10,-0.006242,-0.001199
47896,2000-07-11,0.020101,0.002003
47896,2000-07-12,-0.003695,0.013264
47896,2000-07-13,0.003708,0.005768
47896,2000-07-14,0.038177,0.009675
47896,2000-07-17,-0.011862,0.001402
47896,2000-07-18,-0.021609,-0.012818
47896,2000-07-19,-0.004908,-0.011338
47896,2000-07-20,0.048089,0.013250
47896,2000-07-21,-0.008235,-0.011642
47896,2000-07-24,-0.021352,-0.013586
47896,2000-07-25,-0.006061,0.005435
47896,2000-07-26,-0.036585,-0.011710
47896,2000-07-27,0.010127,-0.009848
47896,2000-07-28,-0.030075,-0.023334
47896,2000-07-31,0.027132,0.010123
47896,2000-08-01,0.041509,0.001448
47896,2000-08-02,-0.006039,0.000690
47896,2000-08-03,0.001215,0.010131
47896,2000-08-04,0.018204,0.009086
47896,2000-08-07,0.026222,0.012497
47896,2000-08-08,-0.005807,0.001074
47896,2000-08-09,-0.022196,-0.005173
47896,2000-08-10,-0.008363,-0.009367
47896,2000-08-11,0.002410,0.008345
47896,2000-08-14,0.019231,0.012661
47896,2000-08-15,-0.022406,-0.003819
47896,2000-08-16,-0.027744,-0.001037
47896,2000-08-17,0.006203,0.011605
47896,2000-08-18,0.000000,-0.002649
47896,2000-08-21,0.004932,0.003793
47896,2000-08-22,0.030675,0.000292
47896,2000-08-23,0.016667,0.005030
47896,2000-08-24,-0.002342,0.003506
47896,2000-08-25,-0.022300,0.000084
47896,2000-08-28,0.010804,0.004815
47896,2000-08-29,-0.014252,-0.000658
47896,2000-08-30,0.026506,-0.000758
47896,2000-08-31,0.049296,0.011971
47896,2000-09-01,0.007830,0.004986
47896,2000-09-05,0.014428,-0.008874
47896,2000-09-06,-0.010941,-0.012165
47896,2000-09-07,0.013274,0.007519
47896,2000-09-08,0.009825,-0.008837
47896,2000-09-11,-0.005405,-0.004717
47896,2000-09-12,-0.025000,-0.005147
47896,2000-09-13,-0.095875,0.003437
47896,2000-09-14,-0.007398,0.001404
47896,2000-09-15,-0.023602,-0.011252
47896,2000-09-18,-0.049618,-0.018458
47896,2000-09-19,0.004016,0.012571
47896,2000-09-20,-0.008000,-0.004483
47896,2000-09-21,-0.018817,-0.005631
47896,2000-09-22,0.036986,0.004009
47896,2000-09-25,0.003963,-0.004854
47896,2000-09-26,-0.030263,-0.009139
47896,2000-09-27,-0.013569,-0.002495
47896,2000-09-28,0.031637,0.022718
47896,2000-09-29,-0.014667,-0.012354
47896,2000-10-02,0.028417,-0.005967
47896,2000-10-03,-0.015789,-0.012101
47896,2000-10-04,-0.018556,0.006403
47896,2000-10-05,-0.024691,-0.001192
47896,2000-10-06,-0.035162,-0.021602
47896,2000-10-09,-0.018950,-0.003434
47896,2000-10-10,-0.029718,-0.014331
47896,2000-10-11,-0.003063,-0.017175
47896,2000-10-12,-0.070661,-0.027423
47896,2000-10-13,0.049587,0.038630
47896,2000-10-16,-0.003150,0.002233
47896,2000-10-17,-0.041074,-0.019825
47896,2000-10-18,-0.028007,-0.008593
47896,2000-10-19,0.055932,0.037020
47896,2000-10-20,-0.014446,0.009775
47896,2000-10-23,0.000000,0.000144
47896,2000-10-24,0.043974,-0.000980
47896,2000-10-25,-0.001560,-0.027450
47896,2000-10-26,0.000000,0.000603
47896,2000-10-27,0.067188,0.008625
47896,2000-10-30,0.024890,0.006715
47896,2000-10-31,0.040000,0.028395
47896,2000-11-01,0.004121,-0.004313
47896,2000-11-02,-0.004104,0.010034
47896,2000-11-03,-0.023352,0.000548
47896,2000-11-06,0.023910,0.001272
47896,2000-11-07,-0.012363,-0.000987
47896,2000-11-08,-0.030598,-0.018907
47896,2000-11-09,0.012912,-0.009808
47896,2000-11-10,-0.029745,-0.026389
47896,2000-11-13,-0.016058,-0.013356
47896,2000-11-14,0.010386,0.026070
47896,2000-11-15,-0.042584,0.005432
47896,2000-11-16,0.003067,-0.016411
47896,2000-11-17,-0.030581,-0.004486
47896,2000-11-20,-0.026814,-0.023896
47896,2000-11-21,0.003241,0.000294
47896,2000-11-22,-0.032310,-0.020858
47896,2000-11-24,0.045075,0.021101
47896,2000-11-27,0.006390,0.003675
47896,2000-11-28,-0.034921,-0.016877
47896,2000-11-29,-0.001645,0.000640
47896,2000-11-30,-0.028007,-0.019168
47896,2000-12-01,0.011864,0.006217
47896,2000-12-04,0.016750,0.003689
47896,2000-12-05,0.088962,0.045360
47896,2000-12-06,-0.030257,-0.016468
47896,2000-12-07,-0.021841,-0.005876
47896,2000-12-08,0.020734,0.028504
47896,2000-12-11,0.062500,0.011986
47896,2000-12-12,0.011765,-0.010891
47896,2000-12-13,0.034884,-0.011568
47896,2000-12-14,-0.036517,-0.016984
47896,2000-12-15,0.024781,-0.017778
47896,2000-12-18,0.032717,0.005421
47896,2000-12-19,-0.012397,-0.015778
47896,2000-12-20,-0.029289,-0.035199
47896,2000-12-21,0.038793,0.005463
47896,2000-12-22,0.009682,0.030143
47896,2000-12-26,0.002740,0.005523
47896,2000-12-27,0.013661,0.013911
47896,2000-12-28,0.012129,0.009406
47896,2000-12-29,-0.031957,-0.011225
47896,2001-01-02,-0.031637,-0.034230
47896,2001-01-03,0.157841,0.053170
47896,2001-01-04,0.027160,-0.011674
47896,2001-01-05,-0.058894,-0.028909
47896,2001-01-08,0.006386,-0.003410
47896,2001-01-09,-0.011421,0.004794
47896,2001-01-10,0.046213,0.013930
47896,2001-01-11,0.062577,0.015063
47896,2001-01-12,-0.015012,-0.003619
47896,2001-01-16,-0.002345,0.006257
47896,2001-01-17,-0.003525,0.004447
47896,2001-01-18,-0.029481,0.012175
47896,2001-01-19,-0.017011,-0.004109
47896,2001-01-22,0.006180,0.000281
47896,2001-01-23,0.015971,0.015817
47896,2001-01-24,0.030230,0.003372
47896,2001-01-25,-0.003521,-0.007521
47896,2001-01-26,0.021201,-0.000656
47896,2001-01-29,0.017209,0.009004
47896,2001-01-30,0.015602,0.006590
47896,2001-01-31,-0.017685,-0.006676
47896,2001-02-01,0.015639,0.003826
47896,2001-02-02,-0.021665,-0.018530
47896,2001-02-05,-0.000732,0.002122
47896,2001-02-06,-0.042491,0.000441
